0100,1100,1110,1
0000,1100,1110,2
0001,1011,1111,3
0000,0000,1001,4
0011,0011,1101,5
0111,0101,0000,6
1010,0010,0010,7
0100,0100,0101,8
1000,1001,1001,9
1110,0001,1011,10
1000,1110,1011,11
1010,0010,1111,12
0001,1001,1011,13
0111,1001,0110,14
0011,1000,0111,15
1110,0110,1010,16
0101,1000,1000,17
0111,1010,1001,18
0010,0001,1001,19
1011,1101,0000,20
1001,0010,1011,21
1011,1011,0110,22
0100,0011,0101,23
1111,0101,0011,24
1011,1011,1111,25
0110,0000,1110,26
1011,0101,1010,27
1101,1011,1010,28
1101,0110,0001,29
0000,1111,0111,30
0110,1010,1110,31
1010,1101,1110,32
0010,1010,1111,33
1001,1001,1110,34
1100,1101,1110,35
1100,1011,1101,36
1001,1110,1000,37
1000,1100,1011,38
0111,0110,1100,39
0100,1101,0010,40
0100,0101,0001,41
0100,0001,1010,42
0001,0000,1100,43
0111,0110,0111,44
0110,0111,0010,45
0110,1011,1011,46
1111,0011,1110,47
1110,0101,1011,48
1011,0101,1010,49
0101,0000,0101,50
0100,0011,1010,51
0111,1010,1011,52
0110,1010,0011,53
1111,0000,0100,54
0010,1101,0100,55
1110,0100,1010,56
1100,1000,1100,57
0001,1001,0010,58
0100,1111,1111,59
1001,1110,1000,60
1110,0110,1001,61
1100,1000,0101,62
1111,1100,1100,63
0011,1101,0001,64
1000,1001,0000,65
1000,0000,1011,66
1000,1111,0110,67
0011,0101,0111,68
0110,0110,1111,69
0000,0000,1111,70
1100,0101,1000,71
0111,1100,0010,72
0010,1001,1110,73
1011,1001,1110,74
0001,0110,0111,75
0011,0000,1000,76
1110,0110,0011,77
0101,0010,1101,78
1001,0011,1001,79
1001,1111,0011,80
0010,0001,0111,81
0001,1110,1100,82
1000,1100,0010,83
0001,1101,1000,84
1111,1001,0110,85
1101,0101,0001,86
1101,0110,1111,87
0101,1111,0111,88
1010,0100,1110,89
0111,1111,1000,90
1101,1110,1000,91
0010,1111,1001,92
0010,1000,0000,93
1001,0110,1001,94
1011,0110,0010,95
1110,1010,0000,96
0011,0101,0010,97
0001,0011,1001,98
0111,1010,1100,99
1111,0100,0011,100
1011,1111,1100,101
0101,1110,0100,102
0001,1010,0000,103
1100,0100,1110,104
0111,1110,0101,105
1011,0100,1100,106
0111,0110,1110,107
1101,1000,0101,108
0001,0101,0001,109
1001,1000,0100,110
1001,1011,1010,111
0101,1001,1100,112
1010,0110,1101,113
1111,1100,0000,114
0001,1110,1011,115
0111,0000,1101,116
1110,0011,1010,117
1010,1110,0000,118
0000,1110,1000,119
0100,1011,1010,120
0100,1010,1111,121
0000,1010,1111,122
0110,0001,0011,123
0101,0111,1000,124
0101,1101,0101,125
0011,0001,0111,126
1110,1010,0101,127
1111,1100,0000,128
1000,0000,1110,129
0110,0000,1111,130
1010,0001,0111,131
1111,1011,0000,132
1100,0011,1011,133
0001,0011,0010,134
1001,0111,0110,135
1110,1010,1101,136
0100,1011,1101,137
0010,0111,0000,138
1000,1000,0101,139
0010,0101,0111,140
1111,1000,1010,141
1000,0101,1001,142
0100,0010,0111,143
1100,1000,0001,144
0101,1101,0011,145
1011,0001,1110,146
1000,1010,0010,147
0100,1111,0011,148
1010,0010,1100,149
0110,1110,1111,150
1010,0000,1001,151
0101,0101,0111,152
0011,0010,0101,153
1011,1111,1011,154
0001,1000,1101,155
1000,0100,0000,156
0010,0001,0000,157
0001,1010,0011,158
0110,1010,1101,159
1100,1101,0100,160
0110,0101,0001,161
0110,1100,0101,162
1010,0111,1001,163
0011,1110,1111,164
1001,0010,0010,165
0111,1111,1111,166
0001,0101,1011,167
1001,1011,1010,168
1111,1100,0110,169
1111,0010,0100,170
1000,0101,0011,171
0110,1001,1110,172
1011,0100,1000,173
1010,1100,1010,174
1100,1011,1011,175
1110,1010,1010,176
0000,1010,1100,177
0110,0110,0010,178
1100,1100,1101,179
0111,1100,1001,180
1100,1011,0011,181
1111,0100,0010,182
1011,1010,1010,183
0111,0011,0000,184
1011,0010,1111,185
1001,1001,1010,186
1001,1101,0100,187
1101,1010,0110,188
1100,0111,1001,189
0001,1000,0111,190
0110,0100,1111,191
1100,0000,0111,192
0101,1001,1000,193
1001,1011,1010,194
1100,0000,0011,195
1011,1101,0011,196
1001,1100,0110,197
1100,0101,0011,198
1001,1100,1110,199
0000,0001,1110,200
1110,1111,0001,201
0001,0111,0000,202
0110,0011,1000,203
0001,0010,1110,204
1011,0101,1100,205
1001,0011,0111,206
1000,1010,0000,207
0000,1011,0001,208
1101,1000,1111,209
0000,0110,1010,210
0111,0110,0000,211
0110,1111,0100,212
0011,1010,0100,213
1001,0110,1100,214
0111,0010,0111,215
0110,1100,0011,216
0001,0101,1001,217
0110,0001,1101,218
0010,1111,0010,219
1010,0001,1000,220
1101,0001,0110,221
1000,1010,1100,222
1010,1101,1000,223
0110,1001,1001,224
1110,1010,0101,225
0010,1101,1001,226
1100,1000,0101,227
1101,1010,1111,228
1010,1101,1111,229
0100,0100,1001,230
0101,0001,0100,231
1010,0110,0111,232
1010,1000,1100,233
0000,0100,0000,234
0000,0011,0111,235
1111,1100,1100,236
0110,0011,0001,237
1111,1100,1011,238
0001,0100,0000,239
1110,0100,1111,240
1101,0000,1000,241
0001,1111,0000,242
0001,1001,0001,243
0010,0000,1110,244
1011,0100,0010,245
0100,1010,1101,246
1100,0110,0011,247
0010,1010,0100,248
0001,0111,1111,249
0000,0001,1101,250
1111,1011,1011,251
1001,0101,1000,252
1011,0100,0010,253
1010,0111,0001,254
1011,0000,0100,255
1111,1100,1101,256
0001,1001,1100,257
1111,1110,1010,258
0011,0111,0000,259
0011,0110,0100,260
0001,1101,0100,261
1001,1101,1100,262
0101,1110,0011,263
1100,0111,1010,264
0111,1001,1111,265
